brand,name,price,url,primaryImage,secondaryImage
BRUNELLO CUCINELLI,Cropped sequined linen top,"$2,076",https://www.net-a-porter.com/en-kr/shop/product/brunello-cucinelli/clothing/cropped/cropped-sequined-linen-top/1647597333333937,https://www.net-a-porter.com/variants/images/1647597333333937/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597333333937/ou/w358_a3-4_q60.jpg
STELLA MCCARTNEY,Double-breasted checked wool blazer,"$2,078",https://www.net-a-porter.com/en-kr/shop/product/stella-mccartney/clothing/blazers/double-breasted-checked-wool-blazer/1647597337098460,https://www.net-a-porter.com/variants/images/1647597337098460/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597337098460/ou/w358_a3-4_q60.jpg
STELLA MCCARTNEY,Cape-effect stretch-crepe midi dress,"$2,078",https://www.net-a-porter.com/en-kr/shop/product/stella-mccartney/clothing/midi-dresses/cape-effect-stretch-crepe-midi-dress/1647597337089828,https://www.net-a-porter.com/variants/images/1647597337089828/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597337089828/ou/w358_a3-4_q60.jpg
STELLA MCCARTNEY,Cape-effect crepe midi dress,"$2,078",https://www.net-a-porter.com/en-kr/shop/product/stella-mccartney/clothing/midi-dresses/cape-effect-crepe-midi-dress/1647597337091176,https://www.net-a-porter.com/variants/images/1647597337091176/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597337091176/ou/w358_a3-4_q60.jpg
BOTTEGA VENETA,Denim-effect woven straight-leg pants,"$2,080",https://www.net-a-porter.com/en-kr/shop/product/bottega-veneta/clothing/straight-leg/denim-effect-woven-straight-leg-pants/1647597331192457,https://www.net-a-porter.com/variants/images/1647597331192457/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597331192457/ou/w358_a3-4_q60.jpg
BOTTEGA VENETA,Cotton-blend jacket,"$2,080",https://www.net-a-porter.com/en-kr/shop/product/bottega-veneta/clothing/casual-jackets/cotton-blend-jacket/1647597331192465,https://www.net-a-porter.com/variants/images/1647597331192465/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597331192465/ou/w358_a3-4_q60.jpg
ALEXANDER MCQUEEN,Satin-trimmed cotton-blend corded lace bustier top,"$2,081",https://www.net-a-porter.com/en-kr/shop/product/alexander-mcqueen/clothing/cropped/satin-trimmed-cotton-blend-corded-lace-bustier-top/1647597283998542,https://www.net-a-porter.com/variants/images/1647597283998542/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597283998542/ou/w358_a3-4_q60.jpg
GUCCI,Wool bouclé-jacquard cardigan,"$2,081",https://www.net-a-porter.com/en-kr/shop/product/gucci/clothing/cardigans/wool-boucle-jacquard-cardigan/1647597317448702,https://www.net-a-porter.com/variants/images/1647597317448702/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597317448702/ou/w358_a3-4_q60.jpg
HUISHAN ZHANG,Lidia crystal-embellished crinkled satin-twill maxi skirt,"$2,081",https://www.net-a-porter.com/en-kr/shop/product/huishan-zhang/clothing/maxi/lidia-crystal-embellished-crinkled-satin-twill-maxi-skirt/1647597326333058,https://www.net-a-porter.com/variants/images/1647597326333058/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597326333058/ou/w358_a3-4_q60.jpg
GUCCI,Wool-jacquard cardigan,"$2,081",https://www.net-a-porter.com/en-kr/shop/product/gucci/clothing/cardigans/wool-jacquard-cardigan/1647597321998015,https://www.net-a-porter.com/variants/images/1647597321998015/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597321998015/ou/w358_a3-4_q60.jpg
ALEXANDER MCQUEEN,Satin-trimmed cotton-blend corded lace bustier top,"$2,081",https://www.net-a-porter.com/en-kr/shop/product/alexander-mcqueen/clothing/cropped/satin-trimmed-cotton-blend-corded-lace-bustier-top/1647597283998541,https://www.net-a-porter.com/variants/images/1647597283998541/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597283998541/ou/w358_a3-4_q60.jpg
GUCCI,Jacquard-knit wool-bouclé cardigan,"$2,081",https://www.net-a-porter.com/en-kr/shop/product/gucci/clothing/cardigans/jacquard-knit-wool-boucle-cardigan/1647597330815762,https://www.net-a-porter.com/variants/images/1647597330815762/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597330815762/ou/w358_a3-4_q60.jpg
GUCCI,Papiro webbing-trimmed jacquard-knit cotton cardigan,"$2,081",https://www.net-a-porter.com/en-kr/shop/product/gucci/clothing/cardigans/papiro-webbing-trimmed-jacquard-knit-cotton-cardigan/1647597339985873,https://www.net-a-porter.com/variants/images/1647597339985873/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597339985873/ou/w358_a3-4_q60.jpg
RODARTE,Embellished lace-trimmed silk-satin midi dress,"$2,082",https://www.net-a-porter.com/en-kr/shop/product/rodarte/clothing/midi-dresses/embellished-lace-trimmed-silk-satin-midi-dress/1647597335294221,https://www.net-a-porter.com/variants/images/1647597335294221/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597335294221/ou/w358_a3-4_q60.jpg
RIME ARODAKY,Isla open-back appliquéd tulle and crepe jumpsuit,"$2,084",https://www.net-a-porter.com/en-kr/shop/product/rime-arodaky/clothing/full-length/isla-open-back-appliqued-tulle-and-crepe-jumpsuit/42247633209030677,https://www.net-a-porter.com/variants/images/42247633209030677/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/42247633209030677/ou/w358_a3-4_q60.jpg
ALAÏA,Cotton-poplin mini shirt dress,"$2,084",https://www.net-a-porter.com/en-kr/shop/product/alaia/clothing/mini-dresses/cotton-poplin-mini-shirt-dress/1647597294356095,https://www.net-a-porter.com/variants/images/1647597294356095/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597294356095/ou/w358_a3-4_q60.jpg
ALAÏA,Ruffled tiered cotton-poplin mini shirt dress,"$2,084",https://www.net-a-porter.com/en-kr/shop/product/alaia/clothing/mini-dresses/ruffled-tiered-cotton-poplin-mini-shirt-dress/1647597294356467,https://www.net-a-porter.com/variants/images/1647597294356467/in/w358_a3-4_q60.jpg,https://www.net-a-porter.com/variants/images/1647597294356467/ou/w358_a3-4_q60.jpg
